"STATION","NAME","DATE","AWND","DAPR","DASF","MDPR","MDSF","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-19","11.41",,,,,,"0.00",,"0.0","0.0","80","87","76",,,"  160","  140",,,"21.0","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-20","12.97",,,,,,"0.00",,"0.0","0.0","81","87","77",,,"  150","  150",,,"23.0","30.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-21","8.72",,,,,,"0.32",,"0.0","0.0","79","86","71",,,"  350","  170",,,"21.0","28.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-22","7.61",,,,,,"0.00",,"0.0","0.0","77","84","70",,,"   10","   10",,,"15.0","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-23","6.93",,,,,,"0.00",,"0.0","0.0","76","83","71",,,"   60","   60",,,"13.0","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-24","7.16",,,,,,"0.00",,"0.0","0.0","78","86","73",,,"  180","  180",,,"16.1","21.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-25","10.51",,,,,,"0.00",,"0.0","0.0","81","88","75",,,"  310","  170",,,"19.9","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-26","10.29",,,,,,"0.00",,"0.0","0.0","77","83","69",,,"  250","  310",,,"19.9","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-27","10.07",,,,,,"0.00",,"0.0","0.0","74","80","68",,,"  310","  300",,,"17.0","23.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-28","4.92",,,,,,"0.00",,"0.0","0.0","73","83","66",,,"  350","   50",,,"13.0","16.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-29","7.61",,,,,,"0.00",,"0.0","0.0","77","85","70",,,"  170","  180",,,"18.1","23.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-30","7.61",,,,,,"0.08",,"0.0","0.0","79","90","72",,,"  230","  220",,,"23.9","30.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-08-31","9.40",,,,,,"0.00",,"0.0","0.0","83","92","77",,,"  260","  250",,,"18.1","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-01","6.26",,,,,,"0.00",,"0.0","0.0","83","88","76",,,"   60","  170",,,"15.0","18.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-02","6.71",,,,,,"0.00",,"0.0","0.0","80","88","75",,,"  160","  170",,,"18.1","21.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-03","5.14",,,,,,"0.00",,"0.0","0.0","83","93","76",,,"  170","   60",,,"10.1","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-04","11.18",,,,,,"0.00",,"0.0","0.0","80","84","70",,,"   60","   60",,,"21.0","25.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-05","8.72",,,,,,"0.00",,"0.0","0.0","73","80","67",,,"   50","   50",,,"16.1","21.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-06","6.49",,,,,,"0.00",,"0.0","0.0","74","84","67",,,"  180","  150",,,"15.0","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-07","9.62",,,,,,"0.00",,"0.0","0.0","78","90","71",,,"  160","  170",,,"18.1","23.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-08","9.84",,,,,,"0.00",,"0.0","0.0","83","95","76",,,"  170","  170",,,"21.9","29.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-09","10.96",,,,,,"0.14",,"0.0","0.0","81","89","76",,,"  170","  180",,,"21.0","23.9",,,"    1",,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-10","10.29",,,,,,"1.04",,"0.0","0.0","75","79","70",,,"   50","   40",,,"21.9","25.1","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-11","9.40",,,,,,"0.00",,"0.0","0.0","72","81","66",,,"   20","   20",,,"17.0","23.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-12","10.29",,,,,,"0.17",,"0.0","0.0","75","79","70",,,"  130","  140",,,"23.0","30.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-13","9.84",,,,,,"0.05",,"0.0","0.0","73","79","62",,,"  290","  300",,,"23.9","31.1","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-14","13.42",,,,,,"0.00",,"0.0","0.0","67","75","59",,,"  320","  300",,,"23.9","30.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-15","5.14",,,,,,"0.00",,"0.0","0.0","73","84","65",,,"  310","  310",,,"13.0","16.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-16","4.03",,,,,,"0.00",,"0.0","0.0","77","87","68",,,"  180","  160",,,"13.0","16.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-17","4.92",,,,,,"0.00",,"0.0","0.0","78","87","70",,,"  180","  170",,,"16.1","21.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-18","6.04",,,,,,"0.00",,"0.0","0.0","77","85","70",,,"  180","  180",,,"15.0","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-19","9.84",,,,,,"0.00",,"0.0","0.0","74","80","69",,,"  170","  170",,,"18.1","23.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-20","12.75",,,,,,"0.00",,"0.0","0.0","73","76","65",,,"  350","  340",,,"21.9","25.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-21","12.53",,,,,,"0.00",,"0.0","0.0","65","73","59",,,"   40","   50",,,"21.9","30.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-22","11.18",,,,,,"0.00",,"0.0","0.0","66","72","61",,,"   60","   50",,,"18.1","23.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-23","6.49",,,,,,"0.00",,"0.0","0.0","68","79","59",,,"   60","   50",,,"13.0","18.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-24","8.05",,,,,,"0.00",,"0.0","0.0","70","81","63",,,"   50","   60",,,"18.1","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-25","11.41",,,,,,"0.00",,"0.0","0.0","69","73","64",,,"   40","   50",,,"19.9","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-26","11.63",,,,,,"0.00",,"0.0","0.0","66","70","59",,,"   70","   50",,,"19.9","25.1",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-27","9.17",,,,,,"0.00",,"0.0","0.0","62","69","56",,,"   50","   60",,,"16.1","23.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-28","6.93",,,,,,"0.00",,"0.0","0.0","69","79","65",,,"  170","   70",,,"14.1","23.0","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-29","7.38",,,,,,"0.08",,"0.0","0.0","75","83","71",,,"  160","  160",,,"15.0","21.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-09-30","14.99",,,,,,"1.03",,"0.0","0.0","73","78","59",,,"  360","  360",,,"29.1","38.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-01","14.99",,,,,,"0.09",,"0.0","0.0","59","64","54",,,"   30","   20",,,"23.9","36.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-02","20.80",,,,,,"1.15",,"0.0","0.0","54","57","49",,,"   40","   40",,,"32.0","42.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-03","24.83",,,,,,"0.36",,"0.0","0.0","52","56","49",,,"   50","   50",,,"35.1","42.9","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-04","19.01",,,,,,"0.00",,"0.0","0.0","57","63","53",,,"   60","   50",,,"28.0","35.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-05","10.74",,,,,,"0.00",,"0.0","0.0","57","65","52",,,"   60","   60",,,"18.1","23.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-06","5.82",,,,,,"0.00",,"0.0","0.0","62","73","55",,,"  320","  320",,,"13.0","15.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-07","6.04",,,,,,"0.00",,"0.0","0.0","65","73","59",,,"  330","  310",,,"14.1","17.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-08","6.71",,,,,,"0.00",,"0.0","0.0","64","68","60",,,"  160","  150",,,"13.0","17.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-09","10.07",,,,,,"0.50",,"0.0","0.0","67","78","62",,,"  280","  280",,,"29.1","36.9","    1",,"    1",,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-10","7.83",,,,,,"0.00",,"0.0","0.0","60","65","52",,,"  340","  340",,,"23.0","29.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-11","7.16",,,,,,"0.00",,"0.0","0.0","60","70","53",,,"  170","  170",,,"16.1","18.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-12","7.61",,,,,,"0.00",,"0.0","0.0","65","76","56",,,"  170","  170",,,"17.0","21.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-13","8.28",,,,,,"0.00",,"0.0","0.0","66","73","62",,,"  260","  260",,,"17.0","21.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-14","10.96",,,,,,"0.00",,"0.0","0.0","65","68","58",,,"  270","  260",,,"17.0","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-15","10.07",,,,,,"0.00",,"0.0","0.0","58","64","52",,,"  260","  290",,,"16.1","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-16","12.30",,,,,,"0.00",,"0.0","0.0","59","64","55",,,"  300","  310",,,"23.0","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-17","13.87",,,,,,"0.00",,"0.0","0.0","53","55","43",,,"  330","  340",,,"21.9","29.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-18","12.30",,,,,,"0.00",,"0.0","0.0","44","50","39",,,"  330","  330",,,"23.9","29.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-19","9.40",,,,,,"0.00",,"0.0","0.0","44","53","37",,,"  230","  240",,,"18.1","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-20","11.63",,,,,,"0.00",,"0.0","0.0","56","71","49",,,"  230","  230",,,"19.9","25.1",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-21","5.82",,,,,,"0.00",,"0.0","0.0","65","76","57",,,"  190","  230",,,"14.1","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-22","9.62",,,,,,"0.00",,"0.0","0.0","65","76","57",,,"  340","  360",,,"21.0","25.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-23","12.97",,,,,,"0.00",,"0.0","0.0","60","65","46",,,"  330","  320",,,"23.0","29.1",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-24","8.05",,,,,,"0.00",,"0.0","0.0","48","57","41",,,"  130","  140",,,"14.1","16.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-25","12.08",,,,,,"0.03",,"0.0","0.0","59","68","51",,,"  330","  320",,,"23.0","30.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-26","7.16",,,,,,"0.00",,"0.0","0.0","53","59","48",,,"   10","   20",,,"15.0","21.0",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-27","7.38",,,,,,"0.00",,"0.0","0.0","52","59","46",,,"  100","   60",,,"12.1","18.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-28","17.67",,,,,,"1.25",,"0.0","0.0","57","70","51",,,"  170","  160",,,"31.1","44.1","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-29","15.21",,,,,,"0.01",,"0.0","0.0","67","74","58",,,"  270","  270",,,"30.0","38.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-30","14.32",,,,,,"0.00",,"0.0","0.0","57","60","48",,,"  320","  320",,,"21.9","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-10-31","6.26",,,,,,"0.00",,"0.0","0.0","49","56","43",,,"   30","  250",,,"14.1","18.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-01","9.40",,,,,,"0.00",,"0.0","0.0","57","65","53",,,"  260","  280",,,"17.0","21.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-02","3.58",,,,,,"0.00",,"0.0","0.0","60","63","56",,,"  320","  320",,,"13.0","16.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-03","2.91",,,,,,"0.00",,"0.0","0.0","61","73","51",,,"  210","  200",,,"12.1","15.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-04","4.92",,,,,,"0.00",,"0.0","0.0","62","70","55",,,"  160","   60",,,"13.0","18.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-05","4.25",,,,,,"0.00",,"0.0","0.0","62","71","57",,,"  170","  220",,,"10.1","17.0","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-06","10.29",,,,,,"0.00",,"0.0","0.0","68","75","65",,,"  230","  240",,,"23.0","32.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-07","11.41",,,,,,"0.00",,"0.0","0.0","66","72","54",,,"  330","  330",,,"21.0","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-08","8.72",,,,,,"0.00",,"0.0","0.0","53","58","48",,,"  320","  320",,,"21.9","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-09","3.58",,,,,,"0.00",,"0.0","0.0","53","60","46",,,"  170","  220",,,"14.1","21.0",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-10","15.43",,,,,,"0.27",,"0.0","0.0","56","59","52",,,"   60","   50",,,"29.1","36.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-11","11.18",,,,,,"0.23",,"0.0","0.0","53","57","50",,,"   50","   40",,,"23.0","33.1","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-12","10.96",,,,,,"0.01",,"0.0","0.0","55","60","51",,,"  270","  270",,,"28.0","36.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-13","19.91",,,,,,"0.00",,"0.0","0.0","57","59","48",,,"  280","  270",,,"31.1","42.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-14","16.33",,,,,,"0.00",,"0.0","0.0","48","49","43",,,"  310","  310",,,"33.1","45.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-15","9.62",,,,,,"0.00",,"0.0","0.0","47","59","42",,,"  250","  230",,,"17.0","23.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-16","6.49",,,,,,"0.00",,"0.0","0.0","59","68","51",,,"  270","  270",,,"16.1","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-17","11.41",,,,,,"0.00",,"0.0","0.0","49","53","41",,,"   50","   50",,,"23.0","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-18","9.62",,,,,,"0.00",,"0.0","0.0","51","59","45",,,"  140","  120",,,"17.0","23.0",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-19","15.43",,,,,,"1.16",,"0.0","0.0","60","64","55",,,"  170","  150",,,"28.0","40.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-20","12.75",,,,,,"0.00",,"0.0","0.0","59","64","47",,,"  320","  320",,,"21.9","28.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-21","8.72",,,,,,"0.00",,"0.0","0.0","47","54","43",,,"   50","   10",,,"16.1","21.9",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-22","11.63",,,,,,"0.00",,"0.0","0.0","52","56","44",,,"  350","  360",,,"23.0","30.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-23","14.32",,,,,,"0.00",,"0.0","0.0","42","44","36",,,"  320","  330",,,"23.9","29.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-24","7.61",,,,,,"0.00",,"0.0","0.0","39","47","33",,,"  310","  310",,,"17.0","21.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-25","6.26",,,,,,"0.00",,"0.0","0.0","44","49","40",,,"  140","   60",,,"10.1","21.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-26","4.03",,,,,,"0.00",,"0.0","0.0","48","60","41",,,"  190","   40",,,"10.1","19.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-27","7.38",,,,,,"0.00",,"0.0","0.0","56","65","48",,,"  240","  320",,,"15.0","23.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-28","7.61",,,,,,"0.03",,"0.0","0.0","57","62","44",,,"  240","  260",,,"15.0","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-29","10.51",,,,,,"0.00",,"0.0","0.0","43","48","38",,,"   30","   40",,,"18.1","23.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-11-30","11.41",,,,,,"0.00",,"0.0","0.0","40","46","34",,,"   40","   60",,,"19.9","29.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-01","10.96",,,,,,"0.33",,"0.0","0.0","47","53","45",,,"   90","   70",,,"17.0","23.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-02","5.82",,,,,,"0.14",,"0.0","0.0","48","57","45",,,"  260","  260",,,"17.0","21.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-03","15.21",,,,,,"0.00",,"0.0","0.0","51","56","45",,,"  290","  280",,,"28.0","38.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-04","10.74",,,,,,"0.00",,"0.0","0.0","47","52","44",,,"  290","  290",,,"17.0","23.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-05","3.36",,,,,,"0.00",,"0.0","0.0","47","52","43",,,"  210","   40",,,"8.9","13.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-06","4.92",,,,,,"0.00",,"0.0","0.0","47","53","40",,,"  240","  210",,,"10.1","13.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-07","5.14",,,,,,"0.00",,"0.0","0.0","49","55","43",,,"  350","  350",,,"15.0","19.9",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-08","6.04",,,,,,"0.00",,"0.0","0.0","45","49","41",,,"  360","   10",,,"16.1","19.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-09","7.38",,,,,,"0.00",,"0.0","0.0","46","55","39",,,"  170","  160",,,"16.1","21.9",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-10","5.37",,,,,,"0.00",,"0.0","0.0","55","61","52",,,"  180","  180",,,"13.0","17.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-11","6.71",,,,,,"0.00",,"0.0","0.0","54","61","49",,,"  180","  240",,,"13.0","17.0","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-12","2.46",,,,,,"0.00",,"0.0","0.0","59","66","53",,,"  180","  180",,,"12.1","15.0",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-13","5.82",,,,,,"0.00",,"0.0","0.0","57","62","53",,,"   50","   60",,,"16.1","19.9","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-14","6.49",,,,,,"0.28",,"0.0","0.0","54","64","51",,,"  170","  180",,,"17.0","21.9","    1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-15","16.78",,,,,,"0.11",,"0.0","0.0","61","64","52",,,"  290","  310",,,"31.1","40.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-16","9.17",,,,,,"0.04",,"0.0","0.0","50","52","45",,,"  330","  330",,,"19.9","23.9","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-17","7.38",,,,,,"0.89",,"0.0","0.0","53","59","50",,,"  160","  160",,,"17.0","23.0","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-18","13.42",,,,,,"0.01",,"0.0","0.0","51","57","39",,,"  320","  320",,,"25.1","30.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-19","17.90",,,,,,"0.00",,"0.0","0.0","39","41","36",,,"  270","  300",,,"25.9","38.0",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-20","11.86",,,,,,"0.00",,"0.0","0.0","40","44","36",,,"  320","  320",,,"25.9","33.1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-21","8.95",,,,,,"0.00",,"0.0","0.0","46","57","40",,,"  230","  220",,,"18.1","23.9",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-22","7.38",,,,,,"0.18",,"0.0","0.0","57","62","55",,,"  230","  230",,,"17.0","23.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-23","8.05",,,,,,"1.45",,"0.0","0.0","54","63","50",,,"  170","  170",,,"18.1","23.0","    1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-24","8.50",,,,,,"0.01",,"0.0","0.0","64","72","59",,,"  240","  250",,,"23.0","32.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-25","2.01",,,,,,"0.03",,"0.0","0.0","60","64","54",,,"  320","   80",,,"8.9","12.1","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-26","10.07",,,,,,"0.01",,"0.0","0.0","54","59","47",,,"   60","   40",,,"18.1","23.0","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-27","9.62",,,,,,"0.15",,"0.0","0.0","52","62","46",,,"  330","  320",,,"21.9","31.1","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-28","13.65",,,,,,"0.05",,"0.0","0.0","45","48","35",,,"   90","   80",,,"23.0","29.1",,,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-29","11.41",,,,,,"0.45",,"0.0","0.0","40","48","34",,,"   50","   40",,,"23.0","29.1","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-30","6.49",,,,,,"0.17",,"0.0","0.0","42","48","40",,,"   90","   70",,,"14.1","21.9","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2015-12-31","11.63",,,,,,"0.03",,"0.0","0.0","47","50","43",,,"  320","  330",,,"21.9","28.0","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2016-01-01","13.42",,,,,,"0.00",,"0.0","0.0","42","43","36",,,"  260","  260",,,"23.0","31.1",,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-01",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-02",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-03",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-04",,,,,,,"0.74",,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-05",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-06",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-07",,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-08",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-09",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-10",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-11",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-12",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-13",,,,,,,"0.36",,,,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-14",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2015-01-15",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,
